source,target,value
E_TH,E-TH-FAC,568
E_TH,E-TH-NFCT,26
E_TH,E-TH-SAS,14
E_TH,E-TH-STT,41
E_TH,E-TH-TBSO,7856
E_TH,E-TH-TGAS2,5413
E_PH,E-PH-TRP,215493
E_TH,E-TH-TBSK,2799
E_TH,E-TH-TRT,21316
E_TH,E-TH-TBSQ,42
E_TH,E-TH-TBSR,3818
E_TH,E-TH-TGAS1,4547
E_TH,E-TH-YSP,13
E_TW,E-TW-QR,42
E_TW,E-TW-FY,3818
E_TW,E-TW-FY1fy,4547
E_TW,E-TW-FY2VV,13
E_TW,E-TW-FY3kl,639
E_TW,E-TW-FY4td,179
E_TW,E-TW-FY5zl,4
E_TW,E-TW-FY7yl,32
E_TW,E-TW-FY1fy,714
E_TW,E-TW-FY3kl,316
E_C1,E-CN-RIMA,7132
E_ID,E-ID-ANI,8367
E_ID,E-ID-DSIA,316
E_ID,E-ID-AII,7132
E_TH,E-TH-TKC,8367
E_TH,E-TH-TKC,778
E_TH,E-TH-ASIC,3824
E_TH,E-TH-ATC,2904
E_TH,E-TH-CTC,7
E_TH,E-TH-NOK,40
E_TH,E-TH-PANA,30
E_TH,E-TH-HMMT2,5950
E_TH,E-TH-BANDO,3906
E_TH,E-TH-ATC,247
E_TH,E-TH-HMMT1,98
E_TH,E-TH-DAT2,190
E_TH,E-TH-AAA,75
E_TH,E-TH-DAT2,490
E_TH,E-TH-DSTH1,15
E_TH,E-TH-SRP,60
E_TH,E-TH-TBAFT,1344
E_TH,E-TH-YSP1C,688
E_TH,E-TH-NOK,2093
E_TH,E-TH-JATHJ,226
E_TH,E-TH-TCPTJ,160
E_TH,E-TH-TER1J,3682
E_TH,E-TH-LOC,465
E_TH,E-TH-IAT,9216
E_TH,E-TH-TKC,350
E_TH,E-TH-TKC2,2080
E_TH,E-TH-TBSM,229
E_TH,E-TH-TRT,14991
E_TH,E-TH-TCPT1,184
E_TH,E-TH-TER1,1270
E_TH,E-TH-ATC,396
E_TH,E-TH-TBSM,744
E_TH,E-TH-SAS,1721
E_TH,E-TH-SAS3,44
E_TH,E-TH-TBIW,3141
E_TH,E-TH-ADVI1,7089
E_TH,E-TH-ADVI2,4435
E_TH,E-TH-ATC,2925
E_TH,E-TH-SSMC,7
E_TW,E-TW-FY,40
E_ID,E-ID-AII,30
E_ID,E-ID-ANI,5950
E_TH,E-TH-MSC,3906
E_TH,E-TH-TGAS1,247
E_TH,E-TH-TGAS2,98
E_TH,E-TH-TRT,190
E_TH,E-TH-MTAT,75
E_TH,E-TH-SSMC,490
E_TH,E-TH-SKMC,15
E_TH,E-TH-TIT,60
E_TH,E-TH-YSP,1344
E_TH,E-TH-YSP1C,688
E_TH,E-TH-TCPT1,2093
E_TH,E-TH-TER1,226
E_TH,E-TH-TAC,160
E_TH,E-TH-NETH,3682
E_TH,E-TH-TBSG,465
E_TH,E-TH-DSTH1,9216
E_TH,E-TH-DSTH2,350
E_TH,E-TH-TGAS3,2080
E_TH,E-TH-FJT,229
E_TH,E-TH-PANA1,14991
E_TH,E-TH-AGC,184
E_TH,E-TH-NFCT,1270
E_TH,E-TH-YSP,396
E_TH,E-TH-YSP1C,744
E_TH,E-TH-ADVI1,1721
E_TH,E-TH-ADVI5,44
E_TH,E-TH-ADVI7,3141
E_TH,E-TH-ADVI8,7089
E_TH,E-TH-AIT,4435
E_TH,E-TH-ATC,2925
E_TH,E-TH-BSK,5453
E_TH,E-TH-BSNCR,43
E_TH,E-TH-CLPI,6375
E_TH,E-TH-HMME1,372
E_TH,E-TH-HMME2,7
E_TH,E-TH-HMMT1,11720
E_TH,E-TH-JTEKT,190
E_TH,E-TH-NOK,2173
E_TH,E-TH-SCC,339
E_TH,E-TH-TAC,110
E_TH,E-TH-TER1,682
E_TH,E-TH-TFS,6
E_TH,E-TH-TTL,4873
E_TH,E-TH-YNP,2122
E_TH,E-TH-DSTH1,5218
E_TH,E-TH-DSTH2,628
E_TH,E-TH-ITC1,108
E_TH,E-TH-ITC2,2
E_TH,E-TH-ITC3,1
E_TH,E-TH-DAT,22
E_TH,E-TH-YICA1,461
E_TH,E-TH-YICA2,104
E_TH,E-TH-YICA3,105
E_TH,E-TH-YICA4,142
E_TH,E-TH-SAS,339
E_TH,E-TH-SAS1,238
E_TH,E-TH-SAS2,6904
E_TH,E-TH-TBSO,447
E_TH,E-TH-THN3,3
E_TH,E-TH-HOF,31
E_TH,E-TH-MATCB,5453
E_TH,E-TH-NETH,43
E_TH,E-TH-NOK,6375
E_ID,E-ID-AHI,372
E_ID,E-ID-ABA,7
E_ID,E-ID-SC,11720
E_ID,E-ID-STEP,190
E_MY,E-MY-APMPL,2173
E_TH,E-TH-ATC,339
E_TH,E-TH-ADVI1,110
E_TH,E-TH-ADVI3,682
E_TH,E-TH-TAC,6
E_TH,E-TH-DAT,4873
E_TH,E-TH-DAT2,2122
E_TH,E-TH-NOK,5218
E_TH,E-TH-THAPT,628
E_TH,E-TH-ATC,108
E_TH,E-TH-YSP1C,2
E_TH,E-TH-TCPT1,1
E_TH,E-TH-TER1,22
E_TH,E-TH-ATC,461
E_TH,E-TH-IHI,104
E_TH,E-TH-AHT,105
E_TH,E-TH-NFCT,142
E_TH,E-TH-CHI,339
E_TH,E-TH-DAT,238
E_TH,E-TH-ATC,6904
E_TH,E-TH-ATC,447
E_TH,E-TH-HMMT1,3
E_TH,E-TH-LOC,31
E_TH,E-TH-PANA,278
E_TH,E-TH-SAB,7
E_TH,E-TH-YNP,1425
E_TH,E-TH-TBSK,73
E_TH,E-TH-IAT,44714
E_TH,E-TH-NFCT,8663
E_TH,E-TH-TOC,72
E_TH,E-TH-TCY,593
E_TH,E-TH-0TBSM,36
E_TH,E-TH-ATC,2981
E_TH,E-TH-LOC,11403
E_TH,E-TH-SAS,158
E_TH,E-TH-TBAFT,21171
E_TH,E-TH-TBBV,74904
E_TH,E-TH-TBSC,11403
E_TH,E-TH-TBSJ,158
E_TH,E-TH-TBSQ,21171
E_TH,E-TH-TBSR,74904
E_TH,E-TH-TBSS,148
E_TH,E-TH-TRT,10
E_TH,E-TH-TSB,454
E_TH,E-TH-YICAP,82017
E_TH,E-TH-ATC,185
E_TH,E-TH-DAT,2975
E_TH,E-TH-NFCT,4
E_TH,E-TH-NMT,1931
E_TH,E-TH-SAP,1003
E_TH,E-TH-TGAS1,454
E_TH,E-TH-TGAS2,82017
E_TH,E-TH-CLPI,185
E_TH,E-TH-CATA,2975
E_TH,E-TH-NFCT,4
E_TH,E-TH-YSP,1931
E_TH,E-TH-BANDO,1003
E_TH,E-TH-FRT,1838
E_TH,E-TH-TKC,1740
E_TH,E-TH-JATHJ,3309
E_TH,E-TH-KJT,4513
E_TH,E-TH-TCPTJ,14
E_TH,E-TH-TER1J,148
E_TH,E-TH-SSMC,1936
E_TH,E-TH-DSST,1
E_TH,E-TH-TGAS2,25447
E_TH,E-TH-TGAS4,10136
E_TH,E-TH-TER1,642
E_TH,E-TH-ADVI1,1165
E_TH,E-TH-ADVI3,1689
E_TH,E-TH-TAC,75
E_TH,E-TH-TKC,878
E_TH,E-TH-IHI,34
E_TH,E-TH-AHT,2
E_C1,E-CN-GOSEI,1000
E_MY,E-MY-AUTOV,191
E_MY,E-MY-APMPL,4000
E_MY,E-MY-APMPL,2400
E_MY,E-MY-NIFCO,1002
E_PH,E-PH-FTECH,22783
E_PH,E-PH-FEAP,622
E_PH,E-PH-TRP,164559
E_TH,E-TH-SAS,5570
E_TH,E-TH-0TBSM,20085
E_TH,E-TH-ATC,16262
E_TH,E-TH-ETT,108
E_TH,E-TH-MSC,557
E_TH,E-TH-SKT,709
E_TH,E-TH-TBBV,634
E_TH,E-TH-TBJ1,4139
E_TH,E-TH-TBSC,2492
E_TH,E-TH-TBSI,12
E_TH,E-TH-TBSJ,102691
E_TH,E-TH-TBSO,19943
E_TH,E-TH-TBSQ,6194
E_TH,E-TH-TBSR,261643
E_TH,E-TH-TBSS,355
E_TH,E-TH-TBTB,13
E_TH,E-TH-TBUN,939
E_TH,E-TH-TCY,209
E_TH,E-TH-TGAS2,18
E_TH,E-TH-TRT,789
E_TH,E-TH-TSB,43130
E_TH,E-TH-YFT,6
E_TH,E-TH-ATC,2
E_TH,E-TH-DSTH3,23722
E_TH,E-TH-NFCT,1639
E_TH,E-TH-NSW1,4184
E_TH,E-TH-PIOLA,51
E_TH,E-TH-SK,405
E_TH,E-TH-TGAS2,2354
E_TH,E-TH-YNP,3264
E_TH,E-TH-ATC,984
E_TH,E-TH-DAT,16
E_TH,E-TH-NSW1,450
E_TH,E-TH-MEC,304
E_TH,E-TH-TAC,1379
E_TH,E-TH-TGAS2,25738
E_TH,E-TH-ATC,7
E_TH,E-TH-DAT,42
E_TH,E-TH-DAT,2696
E_TH,E-TH-DAT2,2223
E_TH,E-TH-TRT,1072
E_TH,E-TH-MATCB,68932
E_TH,E-TH-MATCO,160
E_TH,E-TH-SAS,544
E_TH,E-TH-TKC,19878
E_TH,E-TH-CLE,140
E_TH,E-TH-YMPPD,12193
E_TH,E-TH-TCPT1,501
E_TH,E-TH-TER1,3870
E_TH,E-TH-ATC,764
E_TH,E-TH-NFCT,9675
E_TH,E-TH-HMMT2,37
E_TH,E-TH-TKC,2485
E_TH,E-TH-ATC,4581
E_TH,E-TH-HMMT1,4358
E_TH,E-TH-JATH1,31086
E_TH,E-TH-NOK,20603
E_TH,E-TH-SCC,3519
E_TH,E-TH-HTT,3038
E_TH,E-TH-SAS,180
E_TH,E-TH-OILES,521
E_TH,E-TH-SGST,7
E_TH,E-TH-SAS,368
E_TH,E-TH-ATC,21
E_TH,E-TH-YSP,103914
E_TH,E-TH-YSP1C,6206
E_TH,E-TH-CCA,513
E_TH,E-TH-TAP,2776
E_TH,E-TH-TKC,4
E_TH,E-TH-TKC5,18
E_TH,E-TH-TPM,86
E_TH,E-TH-UNC,343
E_TH,E-TH-DSC,1050
E_TH,E-TH-TPT,2737
E_TH,E-TH-ATC,3612
E_TH,E-TH-ATC,2087
E_TH,E-TH-APC,37310
E_TH,E-TH-MTAT,1594
E_TH,E-TH-SAMCO,11
E_TH,E-TH-ATC,1060
E_TH,E-TH-ATC,5132
E_TH,E-TH-HMMT1,14513
E_TH,E-TH-JFB,429
E_TH,E-TH-LOC,3637
E_TH,E-TH-PANA,343
E_TH,E-TH-SAB,513
E_TH,E-TH-YNP,11
E_TH,E-TH-YSP,9444
E_TH,E-TH-NTS,3162
E_TH,E-TH-ATC,57
E_TH,E-TH-DAT,7630
E_TH,E-TH-DMS,9524
E_TH,E-TH-FAC,127
E_TH,E-TH-SAS,884
E_TH,E-TH-STNLY,7035
E_TH,E-TH-SUM1,300
E_TH,E-TH-TCY,9989
E_TH,E-TH-TGAS2,984
E_TH,E-TH-TKC,10
E_TH,E-TH-ATC,86
E_TH,E-TH-BSNCR,1576
E_TH,E-TH-ITTC,5
E_TH,E-TH-MIT,50
E_TH,E-TH-TOGO,209
E_TH,E-TH-SGST,39
E_TH,E-TH-ATC,2788
E_TH,E-TH-SSMC,673
E_TH,E-TH-APC,143
E_TH,E-TH-ATC,634
E_TH,E-TH-SKT,218
E_TH,E-TH-ADVI1,16078
E_TH,E-TH-ADVI2,9278
E_TH,E-TH-ADVI3,54538
E_TH,E-TH-NFCT,1691
E_TH,E-TH-DSST,1708
E_TH,E-TH-TGAS1,3052
E_TH,E-TH-TGAS2,47248
E_TH,E-TH-ATC,7
E_TH,E-TH-NFCT,91
E_TH,E-TH-TKC,576
E_TH,E-TH-FAST,1261
E_TH,E-TH-TRT2,253866
E_TH,E-TH-TSB2,59778
E_TH,E-TH-TSB2,6194
E_TH,E-TH-PIOLA,261643
E_TH,E-TH-TPT,355
E_TH,E-TH-EH,13
E_TW,E-TW-AS,939
E_TW,E-TW-EL,209
E_TH,E-TH-KDCT,18
E_ID,E-ID-ABA,789
E_ID,E-ID-SJI,43130
E_ID,E-ID-MEIWA,6
E_ID,E-ID-MDI,2
E_ID,E-ID-ABA,23722
E_ID,E-ID-AMFG,1639
E_ID,E-ID-ANI,4184
E_ID,E-ID-ATI,51
E_ID,E-ID-CBND,405
E_ID,E-ID-FNI,2354
E_ID,E-ID-SC,3264
E_ID,E-ID-ABA,984
E_ID,E-ID-TMMIN,16
E_ID,E-ID-TAM,450
E_ID,E-ID-ANI,304
E_ID,E-ID-AHI,1379
E_ID,E-ID-ANI,25738
E_PH,E-PH-TRP,7
E_TH,E-TH-UNC,42
E_TH,E-TH-0TBSM,2696
E_TH,E-TH-ATC,2223
E_TH,E-TH-TBBV,1072
E_TH,E-TH-TBJ1,68932
E_TH,E-TH-TBSO,160
E_TH,E-TH-WISDM,544
E_TH,E-TH-YSP,19878
E_TH,E-TH-YSP1C,140
E_TH,E-TH-TBSQ,12193
E_TH,E-TH-TCPT1,501
E_TH,E-TH-TER1,3870
E_TH,E-TH-BSK,764
E_TH,E-TH-SUM1,9675
E_TH,E-TH-TGAS2,37
E_TH,E-TH-TRT,2485
E_TH,E-TH-CHI,4581
E_TH,E-TH-TGAS2,4358
E_TH,E-TH-KI,31086
E_TH,E-TH-MATCB,20603
E_TH,E-TH-MATCO,3519
E_TH,E-TH-TKC,3038
E_TH,E-TH-AAA,180
E_TH,E-TH-DAT,521
E_TH,E-TH-DAT2,7
E_TH,E-TH-TGAS3,368
E_TH,E-TH-ASICJ,21
E_TH,E-TH-BTS,103914
E_TH,E-TH-EHJ,6206
E_TH,E-TH-JATHJ,513
E_TH,E-TH-SSMCJ,2776
E_TH,E-TH-TCPTJ,4
E_TH,E-TH-TER1J,18
E_TH,E-TH-TGA1J,86
E_TH,E-TH-TMR,343
E_TH,E-TH-YICA4,1050
E_TH,E-TH-TCPT1,2737
E_TH,E-TH-TER1,3612
E_TH,E-TH-TBZN,2087
E_TH,E-TH-APC,37310
E_TH,E-TH-APC,1594
E_TH,E-TH-ITC,11
E_TH,E-TH-AGC,1060
E_TH,E-TH-IRC,5132
E_TH,E-TH-TGAS2,14513
E_TH,E-TH-TOC,429
E_TH,E-TH-CMWT,3637
E_TH,E-TH-HOF,343
E_TH,E-TH-ATC,513
E_TH,E-TH-NHK3,11
E_TH,E-TH-0TBK,9444
E_TH,E-TH-API,3162
E_TH,E-TH-ART,57
E_TH,E-TH-DMC,7630
E_TH,E-TH-JTEKT,9524
E_TH,E-TH-KPC,127
E_TH,E-TH-SNPR,884
E_TH,E-TH-SSI,7035
E_TH,E-TH-SUN,300
E_TH,E-TH-TKR,9989
E_TH,E-TH-TBSS,984
E_TH,E-TH-ATC,10
E_TH,E-TH-MSCC,86
E_TH,E-TH-TATC,1576
E_TH,E-TH-TGAS2,5
E_TH,E-TH-UNP,50
E_TH,E-TH-ATC,209
E_TH,E-TH-TBAG,39
E_TH,E-TH-TBSG,2788
E_TH,E-TH-AHT1B,673
E_TH,E-TH-AIAP,143
E_TH,E-TH-ATC,634
E_TH,E-TH-CAP,218
E_TH,E-TH-CAP2,16078
E_TH,E-TH-DAT,9278
E_TH,E-TH-LIS,54538
E_TH,E-TH-MATCO,1691
E_TH,E-TH-NSW2,1708
E_TH,E-TH-OTC,3052
E_TH,E-TH-SAB,47248
E_TH,E-TH-SMM,7
E_TH,E-TH-TEC,91
E_TH,E-TH-TGAS1,576
E_TH,E-TH-TGAS2,1261
E_TH,E-TH-TGAS5,253866
E_TH,E-TH-TKTO,59778
E_TH,E-TH-TMT,10526
E_TH,E-TH-TRT,23
E_TH,E-TH-TSA,23936
E_TH,E-TH-VCS,1221
E_TH,E-TH-YNP,45
E_TH,E-TH-YSP,1128
E_TH,E-TH-YSP1C,4934
E_TH,E-TH-0TBSM,8363
E_TH,E-TH-APC,6398
E_TH,E-TH-ATC,391
E_TH,E-TH-NFCT,202
E_TH,E-TH-NHK1,308
E_TH,E-TH-SAS,980
E_TH,E-TH-TBBV,21338
E_TH,E-TH-TBJ1,14494
E_TH,E-TH-TBLI,33238
E_TH,E-TH-TBSB,4425
E_TH,E-TH-TBSC,579
E_TH,E-TH-TBSI,66937
E_TH,E-TH-TBSJ,16447
E_TH,E-TH-TBSK,92
E_TH,E-TH-TBSMC,620
E_TH,E-TH-TBSO,6430
E_TH,E-TH-TBSQ,163
E_TH,E-TH-TBSR,1549
E_TH,E-TH-TBTM,164
E_TH,E-TH-TBUN,1185
E_TH,E-TH-TGAS2,671
E_TH,E-TH-TRT,19
E_TH,E-TH-TSB,16707
E_TH,E-TH-TKen,5307
E_TH,E-TH-DAT,40
E_TH,E-TH-BSK,93120
E_TH,E-TH-NHK2,46023
E_TH,E-TH-AHT,132
E_TH,E-TH-ATC,132
E_TH,E-TH-DSTH3,2483
E_TH,E-TH-NSW1,82
E_TH,E-TH-TGAS2,13
E_TH,E-TH-TOGO,3252
E_TW,E-TW-AS,619
E_TW,E-TW-TU,984
E_C1,E-CN-HOUAI,256
E_ID,E-ID-NTC,285
E_ID,E-ID-AOP,88
E_ID,E-ID-SC,44
E_ID,E-ID-SEIWA,152
E_ID,E-ID-ABA,81030
E_ID,E-ID-AHI,8461
E_ID,E-ID-ANI,847
E_MY,E-MY-NIFCO,186
E_TH,E-TH-SAS,886
E_TH,E-TH-SAS3,283
E_TH,E-TH-TEX34,96
E_TH,E-TH-ATC,36
E_TH,E-TH-IAT,52
E_TH,E-TH-TBSQ,143
E_TH,E-TH-SAS,98
E_TH,E-TH-SAS3,8
E_TH,E-TH-TEX34,4
E_TH,E-TH-ATC,223
E_TH,E-TH-YNP,94
E_TH,E-TH-TAI,127
E_TH,E-TH-NFCT,25
E_TH,E-TH-TBSQ,13
E_TH,E-TH-NFCT,3252
E_TH,E-TH-NMT,619
E_TH,E-TH-AAA,984
E_TH,E-TH-AST,256
E_TH,E-TH-DAT,285
E_TH,E-TH-DAT2,88
E_TH,E-TH-NCRNT,44
E_TH,E-TH-NISEI,152
E_TH,E-TH-NOK,81030
E_TH,E-TH-SNC,8461
E_TH,E-TH-TGAS3,847
E_TH,E-TH-YSP,186
E_TH,E-TH-YSP,886
E_TH,E-TH-YSP1C,283
E_TH,E-TH-ATC,96
E_TH,E-TH-MIT,36
E_TH,E-TH-YSP,52
E_TH,E-TH-YSP1C,143
E_TH,E-TH-0TBSM,98
E_TH,E-TH-DAT,8
E_TH,E-TH-TACC,4
E_TH,E-TH-TBJ1,223
E_TH,E-TH-TBSJ,94
E_TH,E-TH-TBSK,127
E_TH,E-TH-TBSO,25
E_TH,E-TH-TBSQ,47
E_TH,E-TH-TBSR,385
E_TH,E-TH-TBZN,432
E_TH,E-TH-TSB,17
E_TH,E-TH-TACC,16
E_TH,E-TH-ATC,204
E_TH,E-TH-DSTH3,434
E_TH,E-TH-NFCT,157
E_TH,E-TH-NSW1,17
E_TH,E-TH-TGAS2,46
E_TH,E-TH-TOGO,74
E_ID,E-ID-AII,14
E_ID,E-ID-YSI,1090
E_TH,E-TH-ATC,30650
E_TH,E-TH-ATC,5451
E_TH,E-TH-ATC,20
E_TH,E-TH-CHI,307
E_TH,E-TH-NHK3,230
E_TH,E-TH-NSK,337
E_TH,E-TH-SSMC,23416
E_TH,E-TH-TER2,7
E_TH,E-TH-YNP,1087
E_TH,E-TH-SKYB,585
E_TH,E-TH-TER2,1315
E_TH,E-TH-BKF,1470
E_TH,E-TH-NSW1,4138
E_TH,E-TH-YNP,28800
E_TH,E-TH-ATC,64404
E_TH,E-TH-MOLT,728
E_TH,E-TH-ATC,5183
E_TH,E-TH-DAT,1725
E_TH,E-TH-DSTH4,54
E_TH,E-TH-IAT,2972
E_TH,E-TH-IRC,18
E_TH,E-TH-KTP,148
E_TH,E-TH-MATCO,332
E_TH,E-TH-NFCT,60
E_TH,E-TH-NMT,660
E_TH,E-TH-PIOLA,84
E_TH,E-TH-TBSM,287
E_TH,E-TH-TGAS2,139
E_TH,E-TH-TKC3,9
E_TH,E-TH-TKC4,340
E_TH,E-TH-TKC5,7
E_TH,E-TH-TKC6,3400
E_TH,E-TH-TRT,6800
E_TH,E-TH-YICAP,18471
E_TH,E-TH-ATC,6800
E_TH,E-TH-HMTP1,473
E_TH,E-TH-HMTP3,64
E_TH,E-TH-ATC,264
E_TH,E-TH-HMTP2,11
E_TH,E-TH-HMTP4,134
E_TH,E-TH-ATC,76
E_TH,E-TH-ATC,53
E_TH,E-TH-ATC,98
E_TH,E-TH-YNP,1188
E_TH,E-TH-YSP,161
E_TH,E-TH-AAA,697
E_TH,E-TH-NSW1,89
E_TH,E-TH-ATC,56
E_TH,E-TH-DAT,10719
E_TH,E-TH-FAC,610
E_TH,E-TH-IAT,124
E_TH,E-TH-TGAS2,374
E_TH,E-TH-TRT,1592
E_TH,E-TH-0TBSM,1460
E_TH,E-TH-ATC,5637
E_TH,E-TH-IRC,24497
E_TH,E-TH-SAS,967
E_TH,E-TH-SAS3,33877
E_TH,E-TH-TBSO,2992
E_TH,E-TH-YNP,217
E_TH,E-TH-0TBSM,23
E_TH,E-TH-ATC,3288
E_TH,E-TH-TBSO,72
E_TH,E-TH-0TBSM,71
E_TH,E-TH-ATC,5630
E_TH,E-TH-IRC,120
E_TH,E-TH-NFCT,13
E_TH,E-TH-SAS,9
E_TH,E-TH-SAS3,58
E_TH,E-TH-TBSJ,3
E_TH,E-TH-TBSO,19626
E_TH,E-TH-TBTM,68
E_TH,E-TH-YNP,6
E_TH,E-TH-0TBSM,13
E_TH,E-TH-ATC,8
E_TH,E-TH-TBSO,35
E_TH,E-TH-ATC,92
E_TH,E-TH-NFCT,483
E_TH,E-TH-TBNR,41
E_TH,E-TH-TBSI,2007
E_TH,E-TH-TBSO,29
E_TH,E-TH-DAT,3
E_TH,E-TH-DAT2,21
E_TH,E-TH-DSTH1,3
E_TH,E-TH-DSTH2,260
E_TH,E-TH-DSTH2,16
E_TH,E-TH-ATC,22227
E_TH,E-TH-YNP,397
E_C1,E-CN-AISAN,555
E_C2,E-C2-CHIYO,5190
E_C2,E-C2-ISP,42
E_C2,E-C2-JR,7
E_C2,E-C2-NISSI,12
E_C2,E-C2-PY,39
E_C2,E-C2-SAC,6
E_C2,E-C2-TRG,846
E_C2,E-C2-SANGO,2324
E_ID,E-ID-ANI,32
E_ID,E-ID-ANI,35
E_ID,E-ID-ANST,21728
E_ID,E-ID-AMA,126
E_ID,E-ID-SANOH,533
E_ID,E-ID-SII,141
E_ID,E-ID-NTI,174
E_ID,E-ID-ANI,292
E_ID,E-ID-ABA,108
E_ID,E-ID-ANI,94
E_ID,E-ID-ATI,262
E_PH,E-PH-TRP,1797
E_PH,E-PH-TRP,23682
E_TW,E-TW-KZ,49
E_TW,E-TW-KZ,963
E_TW,E-TW-FY,150
E_TW,E-TW-TY,82
E_TW,E-TW-AS,339
E_TW,E-TW-YSKI,7
E_TW,E-TW-FY,325
E_TW,E-TW-FY,1630
E_TW,E-TW-TY,265
E_TW,E-TW-TY,1776
E_TW,E-TW-AS,232
E_TW,E-TW-BK,201
E_TH,E-TH-NETH,30
E_TH,E-TH-MSCC,867
E_C1,E-CN-AISAN,113864
E_C1,E-CN-JINHE,55
E_ID,E-ID-ABA,1
E_ID,E-ID-AFI,7
E_ID,E-ID-AHI,1885
E_ID,E-ID-ANI,1652
E_ID,E-ID-FTR,22026
E_ID,E-ID-ADV,3192
E_ID,E-ID-SC,6306
E_PH,E-PH-FTCP,56653
E_PH,E-PH-FTCP,1790
E_TH,E-TH-ATC,4651
E_TH,E-TH-SAS,2
E_TH,E-TH-SAS3,2640
E_TH,E-TH-TBIW,25
E_TH,E-TH-TBSD,172
E_TH,E-TH-TBSQ,2669
E_TH,E-TH-TBSR,240
E_TH,E-TH-TGAS2,97
E_TH,E-TH-ATC,363
E_TH,E-TH-CATA,306
E_TH,E-TH-JTEKT,484
E_TH,E-TH-NSW1,985
E_TH,E-TH-SCC,932
E_TH,E-TH-SSMC,517
E_TH,E-TH-TCPT1,1808
E_TH,E-TH-TER1,2046
E_TH,E-TH-TGAS2,80
E_TH,E-TH-TOGO,14903
E_TH,E-TH-TRT,1323
