source,target,value
E-TH-TGAS2,I-ID-ASH,2354
E-TH-ATC,I-ID-ATI,3264
E-TH-DAT,I-ID-CMW,984
E-TH-DAT,I-ID-DEN,16
E-TH-DAT2,I-ID-DEN,450
E-TH-TRT,I-ID-DEN,304
E-TH-MATCB,I-ID-DLOY,1379
E-TH-MATCO,I-ID-DLOY,25738
E-TH-SAS,I-ID-DLOY,7
E-TH-TKC,I-ID-DLOY,42
E-TH-CLE,I-ID-FII,2696
E-TH-YMPPD,I-ID-FII,2223
E-TH-TCPT1,I-ID-FKK,1072
E-TH-TER1,I-ID-FKK,68932
E-TH-ATC,I-ID-GSS,160
E-TH-NFCT,I-ID-GSS,544
E-TH-HMMT2,I-ID-HMMI,19878
E-TH-TKC,I-ID-ICH,140
E-TH-ATC,I-ID-IGP,12193
E-TH-HMMT1,I-ID-IGP,501
E-TH-JATH1,I-ID-IGP,3870
E-TH-NOK,I-ID-IGP,764
E-TH-SCC,I-ID-IGP,9675
E-TH-HTT,I-ID-IPTI,37
E-TH-SAS,I-ID-IPTI,2485
E-TH-OILES,I-ID-ISS,4581
E-TH-SGST,I-ID-ISS,4358
E-TH-SAS,I-ID-ITG,31086
E-TH-ATC,I-ID-JID,20603
E-TH-YSP,I-ID-KFN,3519
E-TH-YSP1C,I-ID-KFN,3038
E-TH-CCA,I-ID-KOITO,180
E-TH-TAP,I-ID-KOITO,521
E-TH-TKC,I-ID-KOITO,7
E-TH-TKC5,I-ID-KOITO,368
E-TH-TPM,I-ID-KOITO,21
E-TH-UNC,I-ID-KOITO,103914
E-TH-DSC,I-ID-KYB,6206
E-TH-TPT,I-ID-KYB,513
E-TH-ATC,I-ID-MAJ,2776
E-TH-ATC,I-ID-MES,4
E-TH-APC,I-ID-MKSD,18
E-TH-MTAT,I-ID-MTAT,86
E-TH-SAMCO,I-ID-MTAT,343
E-TH-ATC,I-ID-NHCH,1060
E-TH-ATC,I-ID-NTC,5132
E-TH-HMMT1,I-ID-NTC,14513
E-TH-JFB,I-ID-NTC,429
E-TH-LOC,I-ID-NTC,3637
E-TH-PANA,I-ID-NTC,343
E-TH-SAB,I-ID-NTC,513
E-TH-YNP,I-ID-NTC,11
E-TH-YSP,I-ID-NTC,9444
E-TH-NTS,I-ID-NTI,3162
E-TH-ATC,I-ID-SC,57
E-TH-DAT,I-ID-SC,7630
E-TH-DMS,I-ID-SC,9524
E-TH-FAC,I-ID-SC,127
E-TH-SAS,I-ID-SC,884
E-TH-STNLY,I-ID-SC,7035
E-TH-SUM1,I-ID-SC,300
E-TH-TCY,I-ID-SC,9989
E-TH-TGAS2,I-ID-SC,984
E-TH-TKC,I-ID-SC,10
E-TH-ATC,I-ID-SDT,86
E-TH-BSNCR,I-ID-SII,1576
E-TH-ITTC,I-ID-SII,5
E-TH-MIT,I-ID-SII,50
E-TH-TOGO,I-ID-SII,209
E-TH-SGST,I-ID-SIM4W,7
E-TH-ATC,I-ID-SJI,368
E-TH-SSMC,I-ID-SOMIC,21
E-TH-APC,I-ID-STEP,103914
E-TH-ATC,I-ID-STEP,6206
E-TH-SKT,I-ID-STEP,513
E-TH-ADVI1,I-ID-TDW,2776
E-TH-ADVI2,I-ID-TDW,4
E-TH-ADVI3,I-ID-TDW,18
E-TH-NFCT,I-ID-TEC,86
E-TH-DSST,I-ID-TGSSI,343
E-TH-TGAS1,I-ID-TGSSI,1060
E-TH-TGAS2,I-ID-TGSSI,5132
E-TH-ATC,I-ID-TMMIN,14513
E-TH-NFCT,I-ID-TMMIN,429
E-TH-TKC,I-ID-TMMIN,3637
E-TH-FAST,I-ID-TRI,343
E-TH-TRT2,I-ID-TRI,513
E-TH-TSB2,I-ID-TRI,11
E-TH-TSB2,I-ID-TRSI,9444
E-TH-PIOLA,I-ID-TSC,3162
E-TH-TPT,I-ID-YIMM,57
E-TH-EH,I-ID-YS,7630
E-TW-AS,I-ID-ABA,9524
E-TW-EL,I-ID-AII,127
I-ID-AAA,I_ID,884
I-ID-ABA,I_ID,7035
I-ID-AHI,I_ID,300
I-ID-AII,I_ID,9989
I-ID-AMA,I_ID,984
I-ID-AOP,I_ID,10
I-ID-AOPNM,I_ID,86
I-ID-ASH,I_ID,1576
I-ID-ATI,I_ID,5
I-ID-CMW,I_ID,50
I-ID-DEN,I_ID,209
I-ID-DLOY,I_ID,39
I-ID-FII,I_ID,2788
I-ID-FKK,I_ID,673
I-ID-GSS,I_ID,143
I-ID-HMMI,I_ID,634
I-ID-ICH,I_ID,218
I-ID-IGP,I_ID,16078
I-ID-IPTI,I_ID,9278
I-ID-ISS,I_ID,54538
I-ID-ITG,I_ID,1691
I-ID-JID,I_ID,1708
I-ID-KFN,I_ID,3052
I-ID-KOITO,I_ID,47248
I-ID-KYB,I_ID,7
I-ID-MAJ,I_ID,91
I-ID-MES,I_ID,576
I-ID-MKSD,I_ID,1261
I-ID-MTAT,I_ID,253866
I-ID-NHCH,I_ID,59778
I-ID-NIFCO,I_ID,10526
I-ID-NMI,I_ID,23
I-ID-NTC,I_ID,1840
I-ID-NTI,I_ID,39
I-ID-SC,I_ID,2788
I-ID-SDT,I_ID,673
I-ID-SII,I_ID,995
I-ID-SIM4W,I_ID,79894
I-ID-SJI,I_ID,1691
I-ID-SOMIC,I_ID,52008
I-ID-STEP,I_ID,674
I-ID-TDW,I_ID,480086
I-ID-TEC,I_ID,10526
I-ID-TGSSI,I_ID,23
I-ID-TMMIN,I_ID,23936
I-ID-TRI,I_ID,1221
I-ID-TRSI,I_ID,673
I-ID-TSC,I_ID,995
I-ID-YIMM,I_ID,79894
I-ID-YS,I_ID,1691
